Label,Region,See_Also,Comments,NewRef_ID_NO,Syriaca_URI,Map_1,Map_2,Map_3,Map_4,Map_5,Map_6,Map_7,Map_8,Map_9,Map_10,Map_11,Map_13,Map_14,Map_12
Beth Kartwaye,Y,,,747,syriaca.org/place/4464,,,,,,,,,,,,,14,
Beth Madaye,Y,,,748,syriaca.org/place/4465,,,,,,,,8,,,,,,
Beth Mihraqaye,Y,,,749,syriaca.org/place/4466,,,,,,,,8,,,,,,
Shui Pang,,,,755,syriaca.org/place/4467,,,,,,,,,,10,,,,
Chagan Nor,,,,756,syriaca.org/place/4468,,,,,,,,,,,11,,,
Didao,,Lintao,,758,syriaca.org/place/4469,,,,,,,,,,,11,,,
Lintao,,Didao,,758,syriaca.org/place/4469,,,,,,,,,,,11,,,
Failaka Island,,,,761,syriaca.org/place/4471,,,,,,6,,,,,,,,
Ganges River,,,,762,syriaca.org/place/4472,,,,,,,,,,,11,,,
Hailun,,,,763,syriaca.org/place/4473,,,,,,,,,,,11,,,
al-Hinna,,,change alpha,764,syriaca.org/place/4474,,,,,,6,,,,,,,,
Khwarazm,Y,,,766,syriaca.org/place/4475,,,,,,,,,,,,,,
"Issyk Kul, Lake",,,,767,syriaca.org/place/4476,,,,,,,,,,10,,,,
Beth Mazunaye,Y,,,769,syriaca.org/place/4477,,,,,,6,,,,,,,,
Maʾrib,,,,770,syriaca.org/place/4478,,,,,,6,,,,,,,,
"Emei, Mount",,,,771,syriaca.org/place/4479,,,,,,,,,,,11,,,
Muqaṭam Mountains,,,,773,syriaca.org/place/4480,,,,,5,,,,,,,,,
Nitria,Y,,,775,syriaca.org/place/4481,,,,,5,,,,,,,,,
Periyar River ,,,,779,syriaca.org/place/4482,,,,,,,,,,,,13,,12
Linfen,,Pingyang,,780,syriaca.org/place/4483,,,,,,,,,,,11,,,
Pingyang,,Linfen,,780,syriaca.org/place/4483,,,,,,,,,,,11,,,
Jubayl,,Ramat,,784,syriaca.org/place/4485,,,,,,6,,,,,,,,
Ramat,,Jubayl,,784,syriaca.org/place/4485,,,,,,6,,,,,,,,
Rima,Y,,,786,syriaca.org/place/4487,,,,,,,,8,,,,,,
Semirechye,Y,Yeti Su,,787,syriaca.org/place/4488,,,,,,,,,,10,11,,,
Yeti Su,Y,Semirechye,,787,syriaca.org/place/4488,,,,,,,,,,10,11,,,
Ṣir Bani Yas Island,,,,788,syriaca.org/place/4490,,,,,,6,,,,,,,,
Surkhan Darya River,,,,790,syriaca.org/place/4491,,,,,,,,,,10,,,,
Tambraparani River ,,,,791,syriaca.org/place/4492,,,,,,,,,,,,,,12
Tana,,Thane,,792,syriaca.org/place/4493,,,,,,,,,,,11,,,
Thane,,Tana,,792,syriaca.org/place/4493,,,,,,,,,,,11,,,
Thaj,,,,793,syriaca.org/place/4495,,,,,,6,,,,,,,,
ʾIbb,,,Realpha,798,syriaca.org/place/4496,,,,,,6,,,,,,,,
ʿAkkaz Island,,,Realpha,799,syriaca.org/place/4497,,,,,,6,,,,,,,,
Thekkumkur,Y,,,801,syriaca.org/place/4498,,,,,,,,,,,,13,,
Muziris,,Pattanam,,802,syriaca.org/place/4499,,,,,,,,,,,,13,,12
Pattanam,,Muziris,,802,syriaca.org/place/4499,,,,,,,,,,,,13,,12
Vadakkumkur,,,,803,syriaca.org/place/4501,,,,,,,,,,,,13,,
Thiruvithamcode ,,,,804,syriaca.org/place/4502,,,,,,,,,,,,,,12
Alangad,,,,805,syriaca.org/place/4503,,,,,,,,,,,,13,,
Chendamangalam,,Chennamangalam,,806,syriaca.org/place/4504,,,,,,,,,,,,13,,
Chennamangalam,,Chendamangalam,,806,syriaca.org/place/4504,,,,,,,,,,,,13,,
Malayattur,,,,807,syriaca.org/place/4506,,,,,,,,,,,,13,,
Mulamthuruthy,,,,808,syriaca.org/place/4507,,,,,,,,,,,,13,,
Pallippuram,,,,809,syriaca.org/place/4508,,,,,,,,,,,,13,,
Kothamangalam ,,,,810,syriaca.org/place/4509,,,,,,,,,,,,,,12
Kaduthuruthy ,,,,811,syriaca.org/place/4510,,,,,,,,,,,,13,,12
Kuravilangad,,,,812,syriaca.org/place/4511,,,,,,,,,,,,13,,
Mannanam,,,,813,syriaca.org/place/4512,,,,,,,,,,,,13,,
Muttuchira,,,,814,syriaca.org/place/4513,,,,,,,,,,,,13,,
Palayur ,,Palur,,815,syriaca.org/place/4514,,,,,,,,,,,,,,12
Palur,,Palayur ,,815,syriaca.org/place/4514,,,,,,,,,,,,,,12
Anjur ,,Thozhiyur,,816,syriaca.org/place/4516,,,,,,,,,,,,,,12
Thozhiyur,,Anjur ,,816,syriaca.org/place/4516,,,,,,,,,,,,,,12
North Paravur,,Parur,,817,syriaca.org/place/4518,,,,,,,,,,,,13,,
Parur,,North Paravur,,817,syriaca.org/place/4518,,,,,,,,,,,,13,,
Zabdicene,Y,Beth Zabdai,,1-A,syriaca.org/place/4520,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Anuradhapura ,,,,12-A,syriaca.org/place/4521,,,,,,,,,,,,,,12
Ramapuram ,,,,12-B,syriaca.org/place/4522,,,,,,,,,,,,,,12
Cardamom Hills,,,,13-C,syriaca.org/place/4523,,,,,,,,,,,,13,#N/A,
Anti-Lebanon Mountains,,,,5-A,syriaca.org/place/4524,#N/A,#N/A,#N/A,#N/A,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Zhangye,Y,Ganzhou,,583-B,syriaca.org/place/4525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11,#N/A,#N/A,
Jidda,,,,6-A,syriaca.org/place/4526,#N/A,#N/A,#N/A,#N/A,#N/A,6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Xingqing,Y,"Ningxia, Yinchuan",,642-B,syriaca.org/place/4527,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11,#N/A,#N/A,
Ningxia,Y,"Xingqing, Yinchuan",,642-C,syriaca.org/place/4528,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11,#N/A,#N/A,
Edappally,,,,D,syriaca.org/place/4529,,,,,,,,,,,,13,#N/A,
Kadamattam,,,,E,syriaca.org/place/4530,,,,,,,,,,,,13,#N/A,
Kanjur,,,,F,syriaca.org/place/4531,,,,,,,,,,,,13,#N/A,
Varappuzha,,Verapoly,,G,syriaca.org/place/4532,,,,,,,,,,,,13,#N/A,
Verapoly,,Varappuzha,,G,syriaca.org/place/4532,,,,,,,,,,,,13,#N/A,
